TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,Channel,CustomerOccupation,PreviousTransactionDate,CustomerAgeBin,Target
163.68,41.0,292.0,1.0,10090.05,2023-09-28 16:20:57,Debit,San Diego,Branch,Doctor,2024-11-04 08:11:01,Adult,3
581.65,22.0,176.0,1.0,480.19000000000005,2023-01-09 16:54:58,Debit,Boston,ATM,Student,2024-11-04 08:09:39,Young,2
52.01,48.0,85.0,1.0,1120.88,2023-11-07 16:46:04,Debit,Mesa,ATM,Doctor,2024-11-04 08:11:27,Adult,3
630.24,21.0,61.99999999999999,1.0,370.81,2023-11-29 18:10:30,Debit,Boston,ATM,Student,2024-11-04 08:11:52,Young,3
523.74,43.0,159.0,1.0,13498.55,2023-11-02 16:36:37,Debit,Oklahoma City,ATM,Doctor,2024-11-04 08:06:52,Adult,3
217.5,46.0,35.0,1.0,3057.4,2023-10-23 18:54:48,Credit,Denver,Branch,Engineer,2024-11-04 08:06:58,Adult,3
91.48,51.0,141.0,1.0,14942.779999999999,2023-01-23 16:50:31,Debit,Fort Worth,ATM,Doctor,2024-11-04 08:09:17,Senior,2
5.25,39.0,49.0,1.0,14143.32,2023-11-13 18:26:24,Debit,San Jose,ATM,Doctor,2024-11-04 08:12:22,Adult,3
54.03,56.0,161.0,1.0,6736.3,2023-09-19 17:16:46,Credit,Milwaukee,ATM,Retired,2024-11-04 08:07:36,Senior,3
736.73,48.0,10.0,1.0,3313.07,2023-11-27 16:05:27,Debit,Memphis,Branch,Engineer,2024-11-04 08:10:54,Adult,3
368.91,54.0,14.0,1.0,829.7099999999999,2023-03-10 17:49:57,,Virginia Beach,Branch,Doctor,2024-11-04 08:10:28,Senior,2
33.06,53.0,170.0,1.0,1540.87,2023-01-17 16:03:41,Credit,Fort Worth,Online,Retired,2024-11-04 08:06:43,Senior,2
66.5,32.0,144.0,1.0,6820.23,2023-05-04 16:44:56,Credit,Louisville,Online,Engineer,2024-11-04 08:08:06,Adult,2
177.08,35.0,85.0,1.0,13475.14,2023-01-06 17:16:44,Debit,Las Vegas,,Doctor,2024-11-04 08:12:21,Adult,2
588.54,32.0,130.0,1.0,714.4499999999999,2023-02-06 17:57:28,Debit,Portland,Branch,Engineer,2024-11-04 08:10:37,Adult,2
173.5,21.0,282.0,1.0,1306.91,2023-10-23 17:16:20,Debit,Nashville,ATM,Student,2024-11-04 08:11:52,Young,3
78.33,56.0,189.0,1.0,7255.33,2023-07-31 16:13:12,Credit,Memphis,Online,Engineer,2024-11-04 08:08:18,Senior,1
40.66,59.0,156.0,1.0,1153.84,2024-01-01 16:08:49,Debit,Louisville,Branch,Retired,2024-11-04 08:11:28,Senior,3
97.22,77.0,55.0,1.0,6647.73,2023-02-20 17:30:19,Credit,Atlanta,Branch,Retired,2024-11-04 08:11:17,Senior,2
34.07,22.0,81.0,1.0,8709.77,2023-11-06 17:22:58,Debit,Philadelphia,Branch,Student,2024-11-04 08:07:21,Young,3
492.06000000000006,23.0,74.0,1.0,857.9,2023-10-19 16:14:15,Debit,Fresno,Online,Student,2024-11-04 08:09:56,Young,3
842.01,53.0,185.0,1.0,509.45000000000005,2023-09-12 16:43:27,Credit,Virginia Beach,Online,Doctor,2024-11-04 08:08:33,Senior,3
73.55,51.0,158.0,1.0,2812.06,2023-01-09 16:09:48,Debit,Atlanta,ATM,Engineer,2024-11-04 08:11:21,Senior,2
760.53,57.0,118.0,1.0,6179.91,2023-09-04 18:13:25,Debit,Phoenix,Online,Engineer,2024-11-04 08:09:35,Senior,1
371.69,67.0,143.0,1.0,3484.32,2023-12-22 16:27:49,Debit,San Francisco,Branch,Retired,2024-11-04 08:09:59,Senior,3
218.96,18.0,13.0,1.0,754.21,2023-08-30 16:11:47,Debit,Seattle,ATM,Student,2024-11-04 08:10:35,Young,1
227.39,18.0,65.0,1.0,751.09,2023-12-25 16:58:19,Debit,Atlanta,Online,Student,2024-11-04 08:11:36,Young,3
237.99,39.0,86.0,1.0,8510.09,2023-05-08 16:45:11,Credit,Kansas City,Branch,Doctor,2024-11-04 08:11:36,Adult,2
186.6,58.0,13.0,1.0,1508.72,2023-07-04 16:27:23,Debit,,Online,Doctor,2024-11-04 08:06:24,Senior,1
341.15,18.0,148.0,1.0,511.36999999999995,2023-02-13 17:18:15,Debit,San Jose,Online,Student,2024-11-04 08:10:09,Young,2
434.58,59.0,215.0,1.0,12648.32,2023-09-06 16:28:38,Debit,Memphis,ATM,Doctor,2024-11-04 08:08:15,Senior,1
312.88,54.0,44.0,1.0,233.21,2023-05-26 18:12:50,Credit,Portland,Branch,Engineer,2024-11-04 08:07:23,Senior,1
75.15,23.0,154.0,1.0,1092.92,2023-09-18 17:31:23,Debit,Boston,ATM,Student,2024-11-04 08:11:00,Young,3
23.3,59.0,161.0,1.0,6711.15,2023-08-14 18:13:38,Debit,Los Angeles,ATM,Engineer,2024-11-04 08:08:06,Senior,1
47.38,25.0,61.00000000000001,1.0,459.37,2023-02-08 18:18:07,Credit,Seattle,Online,Student,2024-11-04 08:07:05,Young,2
512.81,79.0,30.0,1.0,6994.34,2023-07-19 16:57:01,Debit,Sacramento,Branch,Retired,2024-11-04 08:11:58,Senior,1
488.15000000000003,43.0,168.00000000000003,1.0,7071.09,2023-07-31 16:01:00,Debit,Louisville,Branch,Engineer,2024-11-04 08:11:13,Adult,1
12.82,44.0,156.0,1.0,9045.19,2023-04-05 18:37:10,Debit,Fort Worth,ATM,Engineer,2024-11-04 08:08:25,Adult,2
535.91,43.0,22.0,1.0,9642.12,2023-07-07 16:38:12,Debit,Las Vegas,Online,Engineer,2024-11-04 08:10:49,Adult,1
270.72,26.0,53.00000000000001,1.0,6263.96,2023-07-03 18:01:00,Credit,Washington,Online,Engineer,2024-11-04 08:11:05,Young,1
97.98,72.0,18.0,1.0,7460.329999999999,2023-02-06 16:09:48,Debit,Denver,Branch,Retired,2024-11-04 08:08:43,Senior,2
196.08,61.0,98.0,1.0,4233.82,2023-08-25 16:52:28,Debit,San Francisco,Online,Retired,2024-11-04 08:06:31,Senior,1
251.18000000000004,42.0,246.0,1.0,8303.9,2023-06-01 16:51:11,Debit,San Jose,ATM,Engineer,2024-11-04 08:07:55,Adult,1
44.52,28.0,205.0,1.0,314.28,2023-03-28 18:30:25,Debit,El Paso,Online,Student,2024-11-04 08:10:28,Young,2
178.87,35.0,180.0,1.0,5241.23,2023-05-23 16:03:54,Debit,Baltimore,Online,Doctor,2024-11-04 08:10:16,Adult,1
386.68,46.0,128.0,1.0,6863.06,2023-10-31 16:48:01,Debit,New York,Branch,Doctor,2024-11-04 08:06:28,Adult,3
167.14,76.0,20.0,1.0,3877.7299999999996,2023-04-24 18:33:29,Debit,Denver,Online,Retired,2024-11-04 08:06:26,Senior,2
345.22,69.0,253.0,1.0,4046.5800000000004,2023-09-05 16:55:47,Debit,Fresno,Branch,Retired,2024-11-04 08:07:36,Senior,1
74.85,72.0,117.0,1.0,2409.73,2023-12-25 17:19:08,Debit,Raleigh,ATM,Retired,2024-11-04 08:11:49,Senior,3
671.73,58.0,53.99999999999999,1.0,5211.88,2023-10-16 16:15:54,Debit,Washington,Branch,Engineer,2024-11-04 08:12:04,Senior,3
255.03999999999996,45.0,151.99999999999997,1.0,6217.86,2023-11-23 16:15:59,Debit,Seattle,ATM,Engineer,2024-11-04 08:11:38,Adult,3
45.77,25.0,109.0,1.0,5978.12,2023-02-09 17:50:23,Debit,Philadelphia,Online,Student,2024-11-04 08:08:01,Young,2
329.69,26.0,66.0,1.0,1671.66,2023-01-09 16:54:30,Credit,San Antonio,Online,Student,2024-11-04 08:09:49,Young,2
11.92,53.0,52.00000000000001,1.0,14611.9,2023-10-09 17:48:55,Debit,San Diego,,Doctor,2024-11-04 08:11:22,Senior,3
47.42,64.0,28.0,1.0,8253.52,2023-12-19 16:46:08,Debit,San Diego,ATM,Doctor,2024-11-04 08:08:56,Senior,3
35.99,63.0,129.0,1.0,4489.79,2023-01-19 16:14:12,Debit,Miami,Branch,Retired,2024-11-04 08:09:17,Senior,2
151.19,37.0,96.0,1.0,11903.82,2023-05-05 16:04:36,Credit,New York,Branch,Doctor,2024-11-04 08:11:16,Adult,2
242.62,22.0,234.0,1.0,483.02000000000004,2023-07-10 16:40:15,Credit,San Francisco,Online,Student,2024-11-04 08:07:09,Young,1
48.72,21.0,17.0,1.0,816.0799999999999,2023-09-29 18:54:28,Debit,Virginia Beach,Branch,Student,2024-11-04 08:07:27,Young,3
43.46,25.0,80.0,1.0,578.06,2023-07-21 17:02:42,Debit,Boston,ATM,Student,2024-11-04 08:10:45,Young,1
443.79,53.0,87.0,1.0,3133.85,2023-10-09 18:28:04,Debit,Las Vegas,ATM,Retired,2024-11-04 08:11:16,Senior,3
365.14,68.0,57.0,1.0,5894.09,2023-12-01 18:46:28,Debit,Dallas,Online,Retired,2024-11-04 08:07:25,Senior,3
757.41,22.0,37.0,1.0,9532.42,2023-05-05 16:31:53,Debit,Los Angeles,ATM,Student,2024-11-04 08:09:03,Young,2
20.54,51.0,72.0,1.0,5327.03,2023-08-21 18:09:24,Debit,Fort Worth,Branch,Engineer,2024-11-04 08:07:28,Senior,1
475.36,34.0,105.0,1.0,2000.6,2023-10-02 16:03:09,Debit,Phoenix,ATM,Engineer,2024-11-04 08:06:59,Adult,3
34.74,56.0,24.0,1.0,6827.57,2023-06-26 16:40:21,Debit,San Francisco,ATM,Retired,2024-11-04 08:11:03,Senior,1
689.54,27.0,93.0,1.0,1633.76,2023-03-06 16:46:57,Debit,Oklahoma City,Branch,Student,2024-11-04 08:08:53,Young,2
211.18,73.0,90.0,1.0,4069.1699999999996,2023-10-16 16:09:47,Debit,Washington,ATM,Retired,2024-11-04 08:11:50,Senior,3
211.36,51.0,286.0,1.0,7943.469999999999,2023-11-21 16:23:41,Credit,Fort Worth,Branch,Engineer,2024-11-04 08:11:10,Senior,3
744.41,39.0,107.0,1.0,8842.47,2023-07-31 16:35:59,Credit,Houston,Online,Engineer,2024-11-04 08:11:27,Adult,1
61.43,24.0,170.0,1.0,1882.77,2023-06-29 16:16:37,Debit,Phoenix,Online,Student,2024-11-04 08:08:18,Young,1
167.44,37.0,82.0,1.0,12526.71,2023-09-25 16:11:18,Debit,Mesa,Branch,Doctor,2024-11-04 08:10:49,Adult,3
361.46,21.0,83.0,1.0,4737.84,2023-04-07 17:23:05,Debit,Nashville,Online,Student,2024-11-04 08:10:42,Young,2
378.85,78.0,126.0,1.0,2300.53,2023-06-16 17:21:15,Debit,Virginia Beach,Branch,Retired,2024-11-04 08:09:07,Senior,1
241.10999999999999,30.0,55.0,1.0,12385.05,2023-06-16 16:41:23,Debit,Columbus,Branch,Doctor,2024-11-04 08:10:49,Adult,1
131.93,31.0,13.0,1.0,4547.06,2023-09-11 17:31:10,Credit,Fort Worth,Branch,Engineer,2024-11-04 08:06:50,Adult,3
20.28,36.0,213.0,1.0,2047.83,2023-07-19 17:42:38,Debit,Oklahoma City,Online,Engineer,2024-11-04 08:10:02,Adult,1
415.88,70.0,170.0,1.0,10008.33,2023-04-27 17:30:16,Debit,San Diego,Branch,Doctor,2024-11-04 08:08:01,Senior,2
100.66,50.0,144.0,1.0,14473.33,,Debit,Dallas,Branch,Doctor,2024-11-04 08:11:54,Senior,3
485.54,19.0,148.0,1.0,1533.32,2023-12-08 16:47:48,Debit,Louisville,Online,Student,2024-11-04 08:11:09,Young,3
321.15,46.0,179.0,1.0,7005.05,2023-02-10 17:06:40,Debit,Los Angeles,Branch,Doctor,2024-11-04 08:06:33,Adult,2
711.3,21.0,51.00000000000001,1.0,955.4,2023-06-26 18:57:37,Debit,San Jose,Branch,Student,2024-11-04 08:09:32,Young,1
12.23,42.0,139.0,1.0,7844.880000000001,2023-10-12 16:02:13,Debit,Houston,ATM,Engineer,2024-11-04 08:07:29,Adult,3
350.94,20.0,64.0,1.0,221.56,2023-10-30 17:17:51,Debit,Colorado Springs,ATM,Student,2024-11-04 08:10:35,Young,3
301.85,54.0,25.000000000000004,1.0,6586.19,2023-04-18 17:43:50,Debit,Columbus,Online,Engineer,2024-11-04 08:10:05,Senior,2
29.34,65.0,30.0,1.0,3944.82,2023-03-09 17:37:08,Debit,Louisville,Online,Retired,2024-11-04 08:11:42,Senior,2
231.71,27.0,148.0,1.0,1127.98,2023-04-24 17:01:08,Debit,Raleigh,Branch,Student,2024-11-04 08:07:02,Young,2
179.43,58.0,244.0,1.0,2626.63,2023-08-11 18:20:48,Debit,Oklahoma City,ATM,Retired,2024-11-04 08:10:00,Senior,1
36.71,48.0,55.0,1.0,6459.38,2023-01-30 17:11:53,Debit,Jacksonville,Branch,Doctor,2024-11-04 08:11:44,Adult,2
138.12,53.0,281.0,1.0,1649.69,2023-04-11 17:18:50,Credit,Los Angeles,Branch,Doctor,2024-11-04 08:11:23,Senior,2
233.24,33.0,72.0,1.0,6939.23,2023-04-17 16:56:06,Debit,Louisville,ATM,Engineer,2024-11-04 08:07:39,Adult,2
609.14,39.0,177.0,1.0,9033.87,2023-11-23 16:09:39,Debit,Tucson,ATM,Engineer,2024-11-04 08:11:33,Adult,3
436.64,31.0,111.0,1.0,14365.18,2023-12-25 17:46:24,Debit,Los Angeles,Branch,Doctor,2024-11-04 08:08:23,Adult,3
870.43,29.0,55.0,1.0,10115.18,2023-05-31 16:54:20,Debit,Los Angeles,Branch,Doctor,2024-11-04 08:07:52,Young,1
354.4,74.0,128.0,1.0,7358.65,2023-11-06 17:23:08,Debit,Chicago,ATM,Retired,2024-11-04 08:10:00,Senior,3
22.63,53.0,112.0,1.0,4438.03,2023-02-20 17:28:15,Debit,Kansas City,Online,Engineer,2024-11-04 08:10:56,Senior,2
182.19,26.0,53.00000000000001,1.0,1176.1,2023-06-19 16:36:25,Debit,Mesa,Branch,Student,2024-11-04 08:06:27,Young,1
126.81,26.0,290.0,1.0,5427.98,2023-10-30 16:58:01,Debit,Philadelphia,Branch,Engineer,2024-11-04 08:12:22,Young,3
288.17,37.0,50.00000000000001,1.0,3653.11,2023-09-08 16:48:51,Debit,Virginia Beach,Online,Engineer,2024-11-04 08:10:16,Adult,1
118.77,55.0,123.0,1.0,2104.82,2023-10-02 17:44:05,Debit,Atlanta,Branch,Engineer,2024-11-04 08:10:29,Senior,3
651.82,21.0,166.0,1.0,1802.77,2023-04-14 17:59:43,Debit,Indianapolis,ATM,Student,2024-11-04 08:07:02,Young,2
66.65,37.0,33.0,1.0,3559.96,2023-10-17 16:58:59,Debit,Detroit,ATM,Engineer,2024-11-04 08:11:00,Adult,3
98.53,69.0,166.0,1.0,3564.8,2023-01-16 16:31:48,Debit,Denver,Branch,Retired,2024-11-04 08:11:19,Senior,2
138.95,71.0,30.0,1.0,6752.92,2023-06-02 16:48:43,Debit,Washington,Online,Retired,2024-11-04 08:08:37,Senior,1
33.89,26.0,177.0,1.0,1444.75,2023-11-10 16:10:34,Debit,Nashville,Branch,Student,2024-11-04 08:11:36,Young,3
23.71,58.0,164.0,1.0,10788.89,2023-09-18 16:04:52,Debit,Atlanta,Branch,Doctor,2024-11-04 08:09:16,Senior,3
26.06,65.0,283.0,1.0,12893.63,2023-12-21 17:01:24,Debit,San Diego,ATM,Doctor,2024-11-04 08:12:00,Senior,3
17.07,27.0,44.0,1.0,2798.15,2023-05-01 17:17:12,Debit,Los Angeles,Branch,Engineer,2024-11-04 08:11:25,Young,2
703.89,46.0,61.99999999999999,1.0,3583.67,2023-09-22 16:42:15,Debit,San Antonio,Online,Engineer,2024-11-04 08:06:44,Adult,3
26.55,77.0,228.0,1.0,3085.38,2023-09-20 17:25:26,Debit,Houston,ATM,Retired,2024-11-04 08:07:23,Senior,3
147.4,42.0,259.0,1.0,6797.71,2023-06-09 16:10:51,Debit,San Jose,Branch,Engineer,2024-11-04 08:07:18,Adult,1
202.11,27.0,18.0,1.0,746.47,2023-03-30 16:09:26,Debit,Memphis,ATM,Student,2024-11-04 08:10:01,Young,2
308.42,75.0,39.0,1.0,5427.81,2023-05-02 16:14:22,Debit,Nashville,Branch,Retired,2024-11-04 08:06:34,Senior,2
11.18,53.0,144.0,1.0,7467.300000000001,2023-02-27 16:39:28,Debit,Miami,ATM,Engineer,2024-11-04 08:10:57,Senior,2
294.15,38.0,136.0,1.0,6362.16,2023-02-02 16:19:31,Debit,Fresno,Online,Engineer,2024-11-04 08:07:20,Adult,2
139.45,27.0,30.999999999999996,1.0,1305.76,2023-07-10 16:43:05,Debit,Boston,Online,Student,2024-11-04 08:10:08,Young,1
432.63,29.0,137.0,1.0,13648.36,2023-06-30 17:10:38,Debit,Colorado Springs,ATM,Doctor,2024-11-04 08:10:24,Young,1
131.43,43.0,65.0,1.0,1337.5,2023-02-01 18:47:20,Debit,Charlotte,Online,Doctor,2024-11-04 08:12:12,Adult,2
516.72,42.0,128.0,1.0,2015.6900000000003,2023-10-09 18:43:04,Debit,Mesa,ATM,Engineer,2024-11-04 08:11:35,Adult,3
374.5,26.0,178.0,1.0,1671.51,2023-07-24 16:45:31,Credit,San Francisco,Branch,Student,2024-11-04 08:08:37,Young,1
166.13,68.0,227.0,1.0,11822.53,2023-09-06 17:01:50,Debit,Omaha,ATM,Doctor,2024-11-04 08:12:08,Senior,1
626.9,23.0,146.0,1.0,587.1099999999999,2023-10-10 16:42:09,Debit,Chicago,ATM,Student,2024-11-04 08:11:30,Young,3
466.85,56.0,165.0,1.0,5422.53,2023-07-17 16:57:14,Debit,Austin,Branch,Retired,2024-11-04 08:09:35,Senior,1
788.84,58.0,231.0,1.0,1913.73,2023-05-17 17:00:34,Debit,Phoenix,Online,Retired,2024-11-04 08:09:42,Senior,1
525.28,69.0,134.0,1.0,4693.6,2023-04-03 16:37:24,Debit,Colorado Springs,ATM,Retired,2024-11-04 08:09:39,Senior,2
110.17,30.0,137.0,1.0,464.2,2023-09-07 16:08:12,,Raleigh,ATM,Engineer,2024-11-04 08:12:11,Adult,1
632.69,80.0,75.99999999999999,1.0,4363.74,2023-09-12 16:28:38,Debit,Denver,ATM,Retired,2024-11-04 08:09:26,Senior,3
124.35,72.0,90.0,1.0,3319.76,2023-12-08 16:39:15,Debit,Oklahoma City,ATM,Retired,2024-11-04 08:11:35,Senior,3
43.85,62.0,122.0,1.0,4356.98,2023-03-13 16:25:34,Debit,Fresno,ATM,Retired,2024-11-04 08:07:18,Senior,2
283.81,28.0,29.000000000000004,1.0,1519.35,2023-03-09 16:31:54,Debit,San Diego,Branch,Student,2024-11-04 08:10:46,Young,2
168.53,71.0,112.0,1.0,5962.58,2023-06-14 16:30:42,Debit,San Francisco,ATM,Retired,2024-11-04 08:12:09,Senior,1
218.59,40.0,123.0,1.0,6699.23,2023-11-27 16:43:28,Credit,Denver,Branch,Engineer,2024-11-04 08:07:12,Adult,3
132.84,21.0,143.0,1.0,822.73,2023-08-21 16:28:17,Debit,Oklahoma City,ATM,Student,2024-11-04 08:08:40,Young,1
157.37,42.0,289.0,1.0,13964.31,2023-11-15 16:54:44,Credit,Dallas,Branch,Doctor,2024-11-04 08:10:30,Adult,3
144.77,20.0,159.0,1.0,867.3199999999999,2023-07-17 16:48:23,Debit,Albuquerque,Online,Student,2024-11-04 08:10:54,Young,1
643.22,64.0,93.0,1.0,1035.86,2023-05-03 17:04:32,Debit,Atlanta,ATM,Doctor,2024-11-04 08:07:46,Senior,2
208.07,32.0,36.0,1.0,8478.9,2023-07-10 16:51:12,Debit,Oklahoma City,Online,Doctor,2024-11-04 08:11:43,Adult,1
295.5,59.0,36.0,1.0,6280.66,2023-11-23 18:00:00,Debit,Mesa,ATM,Retired,2024-11-04 08:07:08,Senior,3
30.229999999999997,44.0,99.0,1.0,481.13,2023-11-06 17:53:25,Debit,Austin,ATM,Doctor,2024-11-04 08:12:06,Adult,3
112.05,26.0,159.0,1.0,1122.88,,Credit,Phoenix,ATM,Student,2024-11-04 08:08:31,Young,3
180.24,58.0,144.0,1.0,8431.23,2023-07-03 17:03:48,Debit,Phoenix,Branch,Engineer,2024-11-04 08:09:17,Senior,1
13.71,38.0,148.0,1.0,8342.79,2023-05-30 17:54:22,Credit,Denver,Online,Engineer,2024-11-04 08:11:17,Adult,1
96.54,58.0,95.0,1.0,7182.22,2023-03-13 17:26:17,Debit,New York,Branch,Retired,2024-11-04 08:10:31,Senior,2
79.35,67.0,70.0,1.0,1692.15,,Debit,Los Angeles,Online,Retired,2024-11-04 08:09:48,Senior,3
101.04,27.0,160.0,1.0,1695.57,2023-07-10 18:16:07,Debit,San Antonio,ATM,Student,2024-11-04 08:06:43,Young,1
74.42,49.0,68.00000000000001,1.0,6264.21,2023-11-23 17:23:16,Debit,El Paso,Online,Engineer,2024-11-04 08:11:23,Adult,3
39.66,52.0,169.0,1.0,8497.34,2023-05-18 16:16:53,Debit,Virginia Beach,Branch,Engineer,2024-11-04 08:07:20,Senior,1
99.36,40.0,45.99999999999999,1.0,1272.12,2023-05-09 16:55:54,Debit,Seattle,ATM,Doctor,2024-11-04 08:09:15,Adult,1
123.85,56.0,244.0,1.0,3959.62,2023-08-25 18:47:28,Debit,Las Vegas,Online,Engineer,2024-11-04 08:06:36,Senior,1
426.93,19.0,247.99999999999997,1.0,476.18999999999994,2023-12-25 17:05:00,Debit,Omaha,ATM,Student,2024-11-04 08:09:12,Young,3
133.73,25.0,123.0,1.0,1872.2200000000003,2023-05-16 16:21:42,Credit,San Jose,Online,Student,2024-11-04 08:09:22,Young,1
222.39,49.0,73.0,1.0,3117.39,2023-08-23 16:32:59,Debit,Virginia Beach,Online,Engineer,2024-11-04 08:10:52,Adult,1
215.94,22.0,140.0,1.0,1841.69,2023-06-05 16:06:43,Credit,Virginia Beach,Online,Student,2024-11-04 08:10:45,Young,1
826.23,29.0,209.0,1.0,7580.590000000001,2023-05-31 16:25:19,Debit,Colorado Springs,ATM,Doctor,,Young,1
131.46,67.0,258.0,1.0,6642.33,2023-05-15 16:37:12,Debit,Charlotte,Branch,Retired,2024-11-04 08:11:30,Senior,1
202.86,61.0,149.0,1.0,7642.250000000001,2023-05-22 17:24:46,Credit,Memphis,Branch,Doctor,2024-11-04 08:08:54,Senior,1
268.39,26.0,171.0,1.0,136.74,2023-06-26 18:25:14,Debit,Miami,ATM,Student,2024-11-04 08:06:40,Young,1
137.35,40.0,220.0,1.0,12662.66,2023-03-29 18:12:17,Credit,Sacramento,,Doctor,2024-11-04 08:10:23,Adult,2
712.75,44.0,25.000000000000004,1.0,8126.0599999999995,,Debit,Philadelphia,Branch,Doctor,2024-11-04 08:09:52,Adult,3
353.82,42.0,143.0,1.0,705.7499999999999,2023-04-10 17:57:59,Debit,Milwaukee,ATM,Doctor,2024-11-04 08:06:40,Adult,2
212.74,27.0,128.0,1.0,7645.469999999999,2023-12-14 18:53:34,Debit,Seattle,Branch,Engineer,,Young,3
364.42,51.0,146.0,1.0,8119.73,2023-10-10 17:07:27,Debit,Colorado Springs,ATM,Engineer,2024-11-04 08:09:16,Senior,3
195.12,46.0,144.0,1.0,6101.15,2023-07-25 17:42:45,Debit,Louisville,ATM,Doctor,2024-11-04 08:10:40,Adult,1
230.61,80.0,204.0,1.0,2561.42,2023-09-04 16:41:19,Debit,Raleigh,Branch,Retired,2024-11-04 08:09:46,Senior,1
739.28,58.0,47.0,1.0,11905.64,2023-06-19 16:46:11,Credit,Tucson,Branch,Doctor,2024-11-04 08:11:13,Senior,1
390.35,64.0,61.00000000000001,1.0,7095.88,2023-09-26 18:36:46,Credit,Omaha,ATM,Doctor,2024-11-04 08:10:01,Senior,3
242.03000000000003,58.0,123.99999999999999,1.0,4382.73,2023-03-13 16:08:41,Debit,Dallas,Online,Engineer,2024-11-04 08:07:12,Senior,2
242.39000000000001,18.0,271.0,1.0,1328.73,2023-11-20 16:29:28,Credit,San Antonio,ATM,Student,2024-11-04 08:06:48,Young,3
135.03,23.0,180.0,1.0,1278.0,2023-02-24 17:00:26,Debit,San Francisco,ATM,Student,2024-11-04 08:08:18,Young,2
193.54,80.0,267.0,1.0,2929.51,2023-10-24 16:43:03,Debit,Oklahoma City,Branch,Retired,2024-11-04 08:08:26,Senior,3
617.36,29.0,61.00000000000001,1.0,8926.38,2023-11-21 17:05:17,Debit,Kansas City,,Engineer,2024-11-04 08:09:23,Young,3
775.23,59.0,37.99999999999999,1.0,5977.59,2023-08-07 16:40:02,Credit,Albuquerque,Online,Doctor,2024-11-04 08:07:01,Senior,1
266.57,72.0,100.00000000000001,1.0,7676.92,2023-09-26 17:07:06,Debit,El Paso,ATM,Retired,2024-11-04 08:09:17,Senior,3
153.4,45.0,144.0,1.0,4657.7,2023-03-31 17:36:57,Debit,Mesa,ATM,Engineer,2024-11-04 08:08:08,Adult,2
5.12,34.0,90.0,1.0,3293.01,2023-10-13 16:08:26,Debit,New York,Branch,Engineer,2024-11-04 08:10:31,Adult,3
119.11,57.0,131.0,1.0,7998.25,2023-06-30 16:31:46,Debit,Detroit,ATM,Engineer,2024-11-04 08:09:48,Senior,1
119.72,30.0,123.0,1.0,3435.34,2023-02-03 18:15:15,Debit,Tucson,Branch,Engineer,2024-11-04 08:10:20,Adult,2
107.4,58.0,32.0,1.0,344.07,2023-06-22 16:47:47,Debit,Virginia Beach,Online,Doctor,2024-11-04 08:08:03,Senior,1
115.92,53.0,57.0,1.0,3897.17,2023-01-17 18:42:28,Debit,Raleigh,ATM,Retired,2024-11-04 08:09:02,Senior,2
438.04,67.0,247.0,1.0,5358.95,2023-08-24 18:54:06,Debit,Philadelphia,ATM,Retired,2024-11-04 08:06:33,Senior,1
677.29,27.0,287.0,1.0,627.79,2023-05-01 18:28:00,Debit,Houston,Online,Engineer,2024-11-04 08:07:16,Young,2
296.0,35.0,247.99999999999997,1.0,7418.82,2023-05-15 16:25:29,Debit,Las Vegas,Branch,Doctor,2024-11-04 08:06:54,Adult,1
299.09,36.0,84.00000000000001,1.0,5615.26,2023-01-16 16:14:45,Credit,Boston,Branch,Engineer,2024-11-04 08:08:01,Adult,2
461.52,24.0,44.0,1.0,1995.1799999999998,2023-05-15 16:40:24,Credit,Denver,Branch,Student,2024-11-04 08:08:53,Young,1
100.52,50.0,110.0,1.0,453.39,2023-01-30 17:28:00,Debit,Las Vegas,ATM,Engineer,2024-11-04 08:11:28,Senior,2
85.35,66.0,166.0,1.0,2173.76,2023-07-05 16:08:25,Debit,Washington,ATM,Retired,2024-11-04 08:06:25,Senior,1
79.76,39.0,170.0,1.0,6452.14,2023-02-06 16:26:29,Debit,Raleigh,Branch,Engineer,2024-11-04 08:09:34,Adult,2
778.49,75.0,107.0,1.0,7713.67,2023-07-03 16:48:21,Credit,Omaha,Online,Retired,2024-11-04 08:09:21,Senior,1
386.38,42.0,135.0,1.0,5528.36,2023-01-24 16:00:14,Debit,Phoenix,Online,Engineer,2024-11-04 08:10:06,Adult,2
165.25,35.0,106.0,1.0,9939.94,2023-11-24 17:11:27,Debit,Sacramento,Online,Doctor,2024-11-04 08:11:35,Adult,3
14.29,34.0,150.0,1.0,7016.99,2023-02-28 16:28:25,Debit,Los Angeles,ATM,Engineer,2024-11-04 08:08:52,Adult,2
232.79,55.0,145.0,1.0,2661.3,2023-09-20 17:36:06,Credit,Indianapolis,Branch,Retired,2024-11-04 08:11:40,Senior,3
293.97,68.0,153.0,1.0,7371.85,2023-11-13 17:34:15,Debit,Phoenix,Branch,Retired,2024-11-04 08:08:57,Senior,3
136.32,19.0,113.0,1.0,264.83,2023-10-11 18:50:24,Debit,Miami,Online,Student,2024-11-04 08:09:24,Young,3
251.06,36.0,34.0,1.0,10001.66,2023-12-06 17:27:14,Debit,Colorado Springs,Online,Doctor,2024-11-04 08:10:13,Adult,3
